,id,tconst,release_date,revenue,budget
4593,288154,tt2713642,2014-08-22,0,1400000
4594,288158,tt2339741,2014-12-30,48854305,15000000
4595,550302,tt9060534,2018-10-16,0,0
4596,157093,,2013-02-02,0,0
4597,26022,tt1188996,2010-02-11,42345360,12000000
4598,157099,tt1609479,2014-03-14,75143,5000000
4599,288171,tt3748440,2016-02-02,0,0
4600,419245,tt6128292,2016-09-30,0,0
4601,419253,tt5629704,2016-10-03,0,15000
4602,288185,tt2330728,2013-02-15,0,0
4603,157115,tt2620736,2013-08-09,0,0
4604,157117,tt2306745,2013-01-18,0,0
4605,419261,tt4503324,2016-03-05,0,0
4606,157126,tt2199681,2011-10-18,0,0
4607,157127,tt2198011,2011-10-18,0,0
4608,550352,tt8685478,2018-01-23,0,0
4609,288210,tt1591608,2010-09-18,0,0
4610,288215,tt2041510,2013-07-11,0,0
4611,419295,tt1651142,2012-06-16,0,0
4612,288226,,2012-04-12,0,0
4613,419303,tt5206098,2016-07-05,0,0
4614,157161,tt1549584,2010-10-04,0,0
4615,157162,tt1727357,2011-06-18,0,100000
4616,550379,tt8174646,2018-09-21,0,0
4617,550385,tt8041006,2018-11-01,0,0
4618,288250,tt1841835,2011-05-03,0,0
4619,419326,tt2983922,2016-10-04,0,100000
4620,419327,tt4308714,2016-10-04,0,0
4621,419328,tt2599938,2016-10-16,0,0
4622,550399,tt6843092,2017-01-17,0,0
4623,419330,tt3078932,2016-10-04,0,0
4624,157188,tt1553066,2010-10-14,0,0
4625,550412,tt7601296,2020-07-21,0,300000
4626,550413,tt1564972,2010-01-01,0,0
4627,288269,tt1653064,2012-04-01,0,0
4628,550416,tt4978510,2018-10-06,0,0
4629,288281,tt2180994,2014-10-03,0,0
4630,419354,tt6162216,2016-12-10,0,0
4631,419366,tt4331718,2015-11-01,0,0
4632,288297,tt1381402,2010-06-22,0,50000
4633,419371,tt4241824,2016-04-01,0,0
4634,288301,tt3997238,2015-07-10,0,0
4635,419386,tt3750238,2016-10-01,0,0
4636,419392,tt5110024,2016-03-15,0,0
4637,419402,tt1388594,2009-04-05,0,0
4638,550476,tt8050598,2018-11-06,0,0
4639,550477,tt1344416,2009-03-21,0,0
4640,419407,tt4765240,2018-10-13,0,0
4641,419424,tt4523338,2015-06-11,0,0
4642,26214,tt1595473,2010-01-01,0,5000
4643,419430,tt5052448,2017-02-24,255407969,4500000
4644,157289,tt2088735,2012-01-01,0,50000
4645,550506,tt5431284,2019-03-01,0,0
4646,157293,tt2321163,2013-02-07,222000,0
4647,26222,tt1199472,2010-02-09,0,0
4648,26224,tt1602507,2010-01-01,0,5000
4649,157301,tt2162565,2013-02-01,0,0
4650,419459,tt5737862,2017-07-21,0,0
4651,419463,tt1871293,2011-08-14,0,0
4652,419464,tt5113986,2015-10-13,0,7000
4653,419468,tt5180110,2011-11-14,0,0
4654,419471,tt4154004,2016-04-22,0,0
4655,419472,tt5539052,2017-01-22,0,0
4656,419473,tt3548028,2018-04-13,0,0
4657,419474,tt5180114,2014-10-20,0,0
4658,419475,tt3641250,2013-10-25,0,0
4659,419476,tt4028748,2014-09-02,0,0
4660,419478,tt4799066,2018-03-22,27365467,2800000
4661,419479,tt4225622,2017-10-13,0,0
4662,157336,tt0816692,2014-11-05,701729206,165000000
4663,157350,tt1840309,2014-03-14,288747895,85000000
4664,157351,tt1838520,2014-01-10,0,0
4665,288424,tt3243464,2014-08-01,0,0
4666,157353,tt2209764,2014-04-16,103039258,100000000
4667,157354,tt2334649,2013-07-26,17549645,900000
4668,550566,tt3572294,2014-03-21,0,0
4669,157360,tt2294677,2013-08-09,2963902,1000000
4670,157370,tt1311071,2013-09-19,0,1030064
4671,288445,tt3593120,2014-12-16,0,0
4672,157375,tt2265534,2013-08-30,0,0
4673,157380,tt2492664,2014-05-07,0,0
4674,157384,tt2094890,2013-01-18,0,0
4675,550600,tt8946352,2018-09-25,0,0
4676,157386,tt1714206,2013-08-02,6854611,2500000
4677,288463,tt2992524,2014-06-24,0,0
4678,419542,tt3263408,2015-05-15,0,0
4679,419547,tt5729066,2016-10-04,0,0
4680,419548,tt3527772,2016-10-04,0,0
4681,288479,tt2421698,2013-04-18,0,0
4682,157409,tt2332579,2013-07-12,0,0
4683,419555,tt6830838,2016-10-07,0,0
4684,419557,tt5364920,2015-12-24,0,0
4685,157416,tt2210587,2014-10-15,0,0
4686,157418,tt2234127,2015-03-19,0,2000000
4687,157420,tt2181961,2013-01-22,0,0
4688,157422,tt1943014,2015-10-16,0,0
4689,419566,tt6101862,2016-10-03,0,0
4690,157424,tt2102496,2014-02-05,0,0
4691,26353,tt0929618,2010-03-02,0,3000000
4692,550648,tt8942494,2018-12-15,0,0
4693,288505,tt2234035,2012-10-26,0,100000
4694,550650,tt8796786,2018-12-01,0,0
4695,550651,tt8295976,2018-11-30,0,0
4696,550652,tt7872704,2018-11-25,0,0
4697,550649,tt9028942,2018-12-08,0,0
4698,550654,tt7999950,2018-11-23,0,0
4699,550655,tt8613908,2018-11-22,0,0
4700,550656,tt8672786,2018-11-21,0,0
4701,26372,tt0063611,1968-09-29,0,0
4702,419590,tt5820980,2016-08-23,0,0
4703,157447,tt2216088,2013-01-19,0,0
4704,157449,tt2336846,2012-12-28,0,0
4705,419594,tt4953038,2015-01-12,0,0
4706,26388,tt1462758,2010-09-24,19152480,1987650
4707,26389,tt1179034,2010-02-04,52826594,52000000
4708,26405,tt0067541,1971-07-21,50394,0
4709,419627,tt5531032,2016-10-14,0,0
4710,419628,tt1398923,2011-10-06,0,0
4711,419630,tt4616802,2017-04-22,0,0
4712,419631,tt2070748,2011-01-01,0,0
4713,419635,tt1880399,2017-09-08,0,0
4714,419639,tt5254868,2016-10-12,0,100000
4715,419645,tt6043124,2016-09-07,0,0
4716,288581,tt2961890,2014-08-21,0,0
4717,419662,tt3737012,2016-07-08,0,0
4718,419680,tt5657846,2017-11-09,180613180,69000000
4719,26466,tt1187064,2009-10-16,1594955,12000000
4720,157544,tt1524575,2015-07-24,1784763,13000000
4721,157547,tt2388715,2013-09-08,44459951,5000000
4722,550765,tt8952644,2018-09-23,0,0
4723,288624,tt2257246,2011-08-25,0,0
4724,419700,tt5893332,2017-04-14,0,0
4725,157560,tt6449592,2012-05-15,0,0
4726,550776,tt9072202,2018-09-30,0,0
4727,419709,tt6018306,2017-11-03,0,0
4728,288652,tt2322383,2012-01-01,0,0
4729,419726,,2016-10-07,0,0
4730,419727,tt4459806,2018-08-21,0,0
4731,419743,tt6108178,2017-09-10,0,6000000
4732,419747,tt3635788,2016-10-18,0,0
4733,288691,tt2435458,2014-08-29,0,0
4734,419775,tt3037440,2013-11-03,0,0
4735,288710,tt3456206,2016-11-08,0,0
4736,550860,tt7476418,2018-09-28,0,0
4737,550863,tt2186723,2016-01-20,0,50
4738,550870,tt8257624,2018-04-12,0,0
4739,26583,tt1296869,2009-10-03,0,10000000
4740,157663,tt2306236,2012-10-11,0,0
4741,157674,tt2609156,2013-01-07,0,150000
4742,157678,tt2192002,2012-12-02,0,0
4743,419825,tt9036998,2016-01-01,0,0
4744,419831,tt4547194,2018-01-21,0,15100000
4745,419835,tt1869347,2017-09-06,2049844,0
4746,288778,tt2094034,2015-06-26,0,0
4747,288789,tt3675568,2014-11-08,192400,0
4748,288792,tt3731792,2014-08-29,0,0
4749,157723,tt2460746,2012-09-27,0,0
4750,288809,tt1974241,2012-01-01,0,0
4751,288818,tt3036676,2014-12-31,0,0
4752,157765,tt1370428,2010-06-22,0,0
4753,288842,tt0300555,1993-08-25,0,0
4754,157771,tt2051850,2019-01-15,0,0
4755,419914,tt5765144,2017-11-24,0,0
4756,419917,tt3247286,2016-10-07,0,0
4757,288846,,2014-03-11,0,0
4758,26715,tt1212974,2009-05-16,199436,0
4759,419932,tt5515966,2016-09-25,0,0
4760,157803,tt3106946,2012-11-22,0,0
4761,157804,tt1961279,2013-02-28,0,0
4762,157820,tt2027140,2013-01-10,10435322,16040770
4763,157823,tt2043933,2014-04-23,271755,0
4764,157825,tt2238050,2014-08-14,33821,0
4765,288899,tt3593926,2014-07-26,0,0
4766,157829,tt3729920,2014-05-14,0,0
4767,157832,tt2234003,2014-04-11,3593460,0
4768,288905,tt1733568,2011-10-08,0,0
4769,157834,tt2333804,2013-09-20,770706,8500000
4770,419979,tt6018036,2016-09-13,0,0
4771,288911,tt3104922,2013-09-24,0,0
4772,157841,tt1981107,2013-10-16,9494789,33000000
4773,157843,tt1837636,2015-09-03,1592853,15000000
4774,288916,tt3410666,2014-09-05,0,0
4775,157845,tt2345737,2014-06-04,2510007,12250000
4776,157847,tt2382396,2014-04-11,2365467,4000000
4777,157849,tt1972571,2014-07-25,31554855,15000000
4778,288923,tt3449608,2014-01-21,0,0
4779,157851,tt2172584,2014-05-21,1338365,15000000
4780,419996,tt6039872,2016-09-05,0,0
4781,288931,tt2630916,2014-09-19,0,0
4782,551079,tt3984432,2017-09-01,0,0
4783,157876,tt1739188,2010-09-07,0,0
4784,157884,tt1686326,2012-01-01,0,0
4785,288972,tt3056040,2012-01-01,0,0
4786,288981,tt3295240,2014-07-20,0,0
4787,157919,tt1931466,2013-01-25,0,7000000
4788,420071,tt5345854,2011-08-21,0,0
4789,289007,tt3039424,2013-08-20,0,0
4790,26864,tt1235842,2009-02-06,0,0
4791,420094,tt5038306,2016-10-02,0,0
4792,289026,tt3946020,2014-09-06,0,0
4793,289027,tt1290470,2010-06-12,0,2000000
4794,420101,tt4284282,2015-03-28,0,0
4795,420114,tt2631282,2014-06-05,0,0
4796,420117,tt2950744,2013-07-12,0,0
4797,420135,tt3003088,2013-06-21,0,15000
4798,551217,,2018-09-22,0,0
4799,551220,tt2975776,2014-11-02,0,0
4800,289081,tt3823912,2014-06-07,0,3000000
4801,158011,tt1911644,2013-03-14,68572378,13000000
4802,420157,,2015-11-25,0,0
4803,158015,tt2184339,2013-05-31,89328627,3000000
4804,551231,tt7697654,2018-09-22,0,0
4805,289091,tt3992768,2014-08-27,179272,0
4806,289097,tt1288636,2011-06-10,0,0
4807,420172,tt3708694,2014-09-20,0,0
4808,289103,tt2962932,2014-08-01,0,0
4809,289106,tt3717088,2016-01-22,0,0
4810,289113,tt3216732,2014-11-10,0,0
4811,26971,tt1198340,2009-02-06,0,0
4812,27004,tt1106860,2010-01-01,46488,7000000
4813,289153,tt2978426,2014-10-01,0,0
4814,551298,tt8884364,2018-09-28,0,0
4815,158091,tt1845838,2013-07-17,0,0
4816,27022,tt0963966,2010-07-13,215283742,150000000
4817,158098,tt2148460,2012-05-31,0,0
4818,420245,tt3622110,2017-02-03,0,0
4819,158102,tt2551456,2013-01-18,0,0
4820,289180,tt3666210,2014-08-28,0,0
4821,420260,tt4653586,2016-10-08,0,0
4822,289190,tt3854104,2014-09-18,0,0
4823,289191,tt3004746,2015-06-12,0,0
4824,551334,tt3776292,2015-04-25,0,9250
4825,289193,tt3996810,2016-05-12,0,0
4826,289197,tt3360828,2014-09-18,0,0
4827,289198,tt3379456,2014-09-18,0,0
4828,420279,tt6269658,2017-07-21,1913973,0
4829,158150,tt2395247,2012-07-21,0,4000000
4830,289222,tt1730768,2017-03-31,26152835,20000000
4831,289225,tt3212830,2014-06-01,0,0
4832,289229,tt3794422,2014-06-21,0,0
4833,289239,tt3138192,2014-09-02,0,0
4834,158182,tt1951299,2013-01-21,0,0
4835,289260,tt3996164,2014-03-20,0,0
4836,158189,,2011-04-26,0,0
4837,420340,tt4707150,2015-05-21,0,0
4838,289269,tt4327752,2016-11-11,0,0
4839,420345,tt1828954,2012-01-01,0,0
4840,420346,tt4130180,2015-01-11,0,0
4841,289283,tt3420692,2014-08-29,0,0
4842,551430,tt9059642,2019-03-09,0,0
4843,158231,tt1980218,2012-10-10,0,0
4844,158232,tt1941541,2013-01-18,0,0
4845,158236,tt1238762,2013-01-18,0,0
4846,158238,tt1981690,2013-01-18,0,0
4847,551455,,2018-10-01,0,0
4848,551458,tt7207006,2018-09-30,0,0
4849,289333,tt3958494,2014-08-29,0,0
4850,420410,tt3113498,2016-10-07,0,0
4851,289339,tt3804556,2014-06-13,0,0
4852,420420,tt3497534,2013-08-02,0,0
4853,27205,tt1375666,2010-07-15,825532764,160000000
4854,420426,tt5979872,2018-07-20,4001919,3598902
4855,420443,,2016-12-03,0,0
4856,289390,tt3992752,2014-08-29,0,0
4857,551535,tt3313314,2017-08-26,0,0
4858,289396,tt2587366,2013-07-11,0,0
4859,420472,tt5174234,2016-01-01,0,0
4860,551547,tt8976032,2018-10-02,0,0
4861,420478,tt1773389,2016-08-19,0,0
4862,420479,tt5348966,2016-01-01,0,0
4863,158337,tt1472192,2013-09-10,0,350000
4864,551554,tt7039000,2018-10-11,0,0
4865,158341,tt2124782,2012-01-24,0,0
4866,289415,tt3502040,2013-10-06,0,0
4867,289416,tt3068192,2014-10-28,0,0
4868,27297,tt1352369,2009-01-17,0,0
4869,289442,tt2419086,2012-09-24,0,200
4870,289450,tt4653310,2015-06-04,0,0
4871,158382,tt1600409,2010-02-07,0,0
4872,158386,tt1785277,2012-01-21,0,0
4873,551603,tt9058820,2018-11-21,0,0
4874,158388,tt1614430,2012-10-10,0,0
4875,551605,tt8985618,2018-10-16,0,0
4876,551608,tt6089358,2018-11-02,0,0
4877,158394,tt2201886,2013-04-05,0,0
4878,420538,tt6132490,2017-09-07,0,0
4879,551633,,2017-11-28,0,6500
4880,551634,tt9078374,2018-11-09,0,0
4881,551638,tt4474844,2015-02-05,0,0
4882,158426,tt1680123,2013-01-30,467282,7700000
4883,420572,tt5900592,2016-10-25,0,0
4884,551653,tt8951058,2018-10-06,0,0
4885,420583,tt4366910,2013-09-23,0,0
4886,289520,tt3630228,2014-09-20,0,0
4887,289522,tt1247639,2010-09-15,0,0
4888,289523,tt4087916,2014-09-27,0,0
4889,158455,tt2551492,2013-01-20,0,0
4890,289535,tt3560658,2014-01-01,0,0
4891,289545,tt2076383,2011-10-04,0,0
4892,420622,tt6133130,2017-10-13,1584759,0
4893,551701,tt9168384,2018-12-22,0,0
4894,289559,tt1773467,2016-10-21,0,200000
4895,289560,tt1720161,2015-08-17,0,0
4896,420634,tt4281724,2016-10-15,0,100000
4897,420635,tt6797204,2017-05-26,0,0
4898,289575,tt3904186,2014-08-29,0,0
4899,158509,,2013-01-08,0,500000
4900,289584,tt2136138,2013-07-13,0,0
4901,551735,tt6802950,2018-10-01,0,0
4902,551736,tt9161434,2018-10-01,0,0
4903,551737,tt9145136,2018-10-01,0,0
4904,551752,tt6522666,2018-10-26,0,0
4905,27480,tt1235142,2009-07-02,0,0
4906,420697,tt8599562,2018-06-22,0,0
4907,27485,tt4354312,2010-01-01,0,200000
4908,551777,tt8845432,2018-09-30,0,0
4909,420707,tt4126568,2017-08-11,0,0
4910,551801,tt9081930,2018-10-07,0,0
4911,158589,tt2278284,2013-12-05,0,0
4912,551809,tt6936350,2018-10-02,0,0
4913,420750,tt4975572,2014-11-02,0,0
4914,551824,tt6953974,2018-10-01,0,0
4915,420760,tt5449566,2016-01-29,0,0
4916,289688,,2014-06-12,0,0
4917,27547,tt1401631,2010-03-17,0,100000
4918,289698,tt2178216,2013-04-20,0,0
4919,420772,tt4991254,2015-08-17,0,0
4920,289705,tt2040534,2013-10-21,0,0
4921,420777,tt5093076,2015-10-06,0,0
4922,420783,tt3865614,2016-10-11,0,0
4923,289712,tt2125685,2014-10-07,0,0
4924,27569,tt1244659,2010-01-21,15134293,31000000
4925,289716,tt2420166,2015-01-09,0,0
4926,27573,tt1038919,2010-03-16,136333522,40000000
4927,551863,tt9103602,2018-11-11,0,0
4928,27576,tt0944835,2010-07-21,293329073,110000000
4929,289720,tt1552224,2014-09-26,5148503,25000000
4930,27578,tt1320253,2010-08-03,274470394,80000000
4931,27579,tt1440728,2010-08-31,67876281,20000000
4932,420796,tt5665366,2016-04-21,0,600
4933,289723,tt1861445,2015-03-10,0,0
4934,27581,tt1386588,2010-08-06,170432927,100000000
4935,27582,tt0472399,2011-01-13,51070807,40000000
4936,27583,tt1234654,2010-03-26,6344112,0
4937,27584,tt1247667,2010-06-03,221590,10000000
4938,27585,tt0935075,2010-12-16,5132850,5000000
4939,27586,tt1017451,2010-03-19,2995811,10000000
4940,289728,tt3486392,2014-12-02,0,10000000
4941,289727,tt2509850,2014-06-15,4453524,0
4942,420814,tt4575576,2018-08-02,99138899,75000000
4943,289748,tt3360806,2014-08-15,0,0
4944,551893,tt9066392,2018-10-01,0,0
4945,551897,,2018-09-28,0,0
4946,551898,tt9294050,2018-10-01,0,0
4947,158689,tt2554856,2013-01-05,0,0
4948,551906,tt9097550,2018-10-01,0,0
4949,420835,tt3662666,2014-06-19,0,0
4950,551910,tt8883164,2018-10-27,0,0
4951,420839,tt5229134,2015-12-07,0,0
4952,420846,tt4572202,2016-10-11,0,0
4953,551918,tt7007846,2018-10-02,0,0
4954,551919,tt5258388,2018-10-19,0,0
4955,27651,tt1504467,2010-01-15,0,0
4956,551947,tt7014430,2018-10-02,0,0
4957,158739,tt2027064,2013-09-12,0,0
4958,158743,tt2007360,2013-07-17,0,0
4959,289820,tt3514982,2014-11-08,0,0
4960,158752,tt2187884,2013-10-11,0,650
4961,289824,tt4040900,2014-07-23,0,0
4962,551976,tt7957956,2018-03-01,0,0
4963,420915,tt5862902,2018-08-31,0,0
4964,420928,tt5902056,2016-09-25,0,0
4965,552004,tt9087578,2018-12-02,0,0
4966,289864,tt3547098,2014-03-01,0,0
4967,552009,tt5372620,2018-10-19,0,0
4968,552011,tt9058902,2018-11-25,0,0
4969,552012,tt9059048,2018-12-02,0,0
4970,552013,tt9067272,2018-12-07,0,0
4971,552016,tt9101480,2018-12-09,0,0
4972,552017,tt9101692,2018-12-14,0,0
4973,27735,tt0857275,2009-01-08,0,0
4974,289891,tt3270108,2014-09-01,19305,0
4975,289892,tt1002965,2010-05-11,0,0
4976,420967,tt4943236,2016-10-25,0,0
4977,158846,tt2266679,2012-02-13,0,0
4978,158852,tt1964418,2015-05-19,209154322,190000000
4979,158864,tt2254364,2013-09-06,0,0
4980,158870,tt2217936,2013-09-18,0,0
4981,158875,tt2397531,2013-01-21,0,0
4982,27807,tt1055363,2010-07-30,0,2000000
4983,552095,tt6889128,2018-10-04,0,0
4984,158884,tt2201548,2013-09-06,0,100000
4985,552110,,2011-04-11,0,0
4986,158895,tt1798291,2013-06-28,0,0
4987,421044,tt6155194,2017-09-04,0,0
4988,552116,tt2606314,2020-04-29,0,0
4989,421049,tt5497458,2016-10-01,0,0
4990,158907,tt1999987,2013-01-18,89661,0
4991,158908,tt2113075,2013-10-11,0,0
4992,552125,tt9084508,2018-06-22,0,0
4993,421057,tt6099284,2020-06-09,0,0
4994,158914,tt1951216,2013-04-26,0,0
4995,158916,tt2224004,2013-10-09,0,7000000
4996,158933,tt2489512,2014-01-29,0,0
4997,158934,tt2617600,2013-01-18,0,0
4998,158936,tt2352488,2013-10-02,0,0
4999,158938,tt2274358,2013-01-16,0,0
5000,158945,tt2595664,2012-09-19,0,0
5001,158967,tt1608368,2013-03-05,0,0
5002,421111,tt3285740,2016-11-04,0,0
5003,421118,tt5875282,2016-10-15,0,0
5004,421131,tt7427856,2017-10-26,0,0
5005,158990,tt2166616,2013-12-18,0,0
5006,158993,tt2201488,2013-09-06,0,0
5007,158994,tt2430104,2013-09-20,0,0
5008,158997,tt2545088,2013-10-18,0,0
5009,158999,tt2545118,2013-06-07,2063312,0
5010,159000,tt2545338,2013-01-20,0,0
5011,159002,tt2355540,2013-08-16,0,0
5012,159004,tt2532528,2013-01-18,0,0
5013,159005,tt2179053,2013-01-21,0,0
5014,159006,tt1874513,2013-10-11,0,0
5015,159008,tt2215151,2013-01-19,0,0
5016,159009,tt2558550,2013-10-21,0,0
5017,159011,tt2475544,2013-01-20,0,0
5018,159012,tt2504022,2013-11-22,0,0
5019,159014,tt2396566,2013-06-14,5892466,1000000
5020,159015,tt2577990,2013-01-19,0,0
5021,159024,tt1509788,2013-01-21,0,3000000
5022,159026,tt2551618,2013-08-09,0,0
5023,290098,tt4016934,2016-06-01,37767206,8575000
5024,159029,tt2433336,2013-02-14,0,0
5025,159032,tt2481238,2013-06-10,0,25000
5026,159034,tt2442644,2013-01-21,0,0
5027,159036,tt2551624,2013-01-20,0,0
5028,159037,tt2486682,2013-06-07,0,0
5029,159040,tt2578290,2013-01-18,0,0
5030,159044,tt1847750,2013-01-17,0,0
5031,290138,tt3947002,2013-10-04,0,0
5032,421219,tt6151774,2017-04-20,0,0
5033,552294,tt8236588,2019-10-16,0,0
5034,159092,tt2318527,2013-09-06,0,2500000
5035,159095,tt2165859,2013-04-03,0,0
5036,159100,tt2017634,2013-01-19,0,0
5037,421247,tt6151714,2016-10-11,0,0
5038,159109,tt2381355,2013-01-21,0,0
5039,421259,tt3453648,2016-10-04,0,0
5040,290188,tt3957278,2014-09-06,0,0
5041,159117,tt2450186,2013-06-06,21833,0
5042,290191,tt4016308,2014-08-30,0,0
5043,421268,tt5245942,2016-10-11,0,30000
5044,159128,tt2309021,2013-09-27,81381,0
5045,421275,tt13639828,2016-09-16,0,0
5046,421280,tt2470712,2013-06-09,0,0
5047,159137,tt2481202,2013-03-25,0,0
5048,159138,tt2499076,2013-06-10,0,0
5049,421281,tt4874696,2015-10-31,0,0
5050,159142,tt2359427,2013-10-04,0,0
5051,290215,,2013-12-27,0,0
5052,552359,tt5909334,2019-01-11,0,0
5053,159151,tt2492916,2013-08-16,0,0
5054,159152,tt1992193,2013-06-12,0,0
5055,159153,tt2451742,2013-01-20,0,0
5056,159154,tt1824254,2013-05-24,602042,0
5057,421297,tt5817526,2017-04-01,0,0
5058,159160,tt1395808,2013-01-21,0,0
5059,552376,tt9038976,2018-10-11,0,0
5060,290235,tt3027188,2014-09-01,0,0
5061,159166,tt2480784,2013-01-20,0,0
5062,159167,tt2354495,2013-01-18,0,0
5063,421313,tt4587366,2016-12-01,0,0
5064,159177,tt1631891,2010-06-30,0,0
5065,290250,tt3799694,2016-05-15,62788218,50000000
5066,159186,tt1511400,2011-10-06,0,0
5067,421335,tt5091888,2015-11-07,0,5
5068,159211,tt2378191,2013-01-14,0,0
5069,290283,tt3159818,2015-05-08,0,0
5070,421369,tt6250500,2017-12-07,0,0
5071,290298,tt3328782,2014-06-03,0,0
5072,290300,tt3972398,2014-12-04,0,0
5073,290304,tt3657420,2014-11-07,0,0
5074,421385,tt3952614,2016-10-14,0,0
5075,552457,tt3628356,2018-05-09,0,0
5076,290316,tt3203992,2014-12-31,0,0
5077,421390,tt6148310,2016-10-12,0,0
5078,552470,tt8623162,2018-10-02,0,250
5079,421401,tt4665436,2015-10-15,0,0
5080,421405,tt2558996,2016-10-14,0,0
5081,552477,tt7900528,2018-10-17,0,0
5082,552485,tt7709804,2018-06-06,0,0
5083,28211,tt1352824,2009-03-25,13657649,14000000
5084,290380,tt2491110,2014-04-11,0,0
5085,28238,tt1449175,2009-12-26,0,0
5086,290382,tt3970482,2014-09-29,0,0
5087,290391,tt2442662,2015-09-01,0,50000
5088,421463,tt5096400,2016-02-26,0,0
5089,421465,tt6089002,2017-04-23,0,0
5090,421467,tt9015178,1984-12-15,11000000,6000000
5091,421471,tt2582784,2017-03-16,327231,0
5092,421473,tt5688068,2019-06-20,21712,0
5093,552550,tt1724551,2010-09-01,0,500
5094,290407,tt3690366,2014-08-31,0,0
5095,290415,tt1602565,2010-01-12,0,0
5096,421488,,2014-11-01,0,0
5097,421490,tt5613902,2016-05-31,0,0
5098,552569,tt8959742,2018-08-14,0,0
5099,159370,tt2624672,2013-01-10,0,0
5100,159389,tt2180168,2012-06-23,0,0
5101,290477,tt3459674,2014-02-08,0,0
5102,421552,tt6039474,2016-10-27,0,0
5103,159410,tt1735418,2010-09-28,0,0
5104,421555,tt4839414,2018-07-24,0,0
5105,421557,tt4551946,2015-04-15,0,0
5106,421560,tt5693136,2017-10-05,0,0
5107,421565,tt6147376,2016-10-12,0,0
5108,552637,tt7575480,2018-01-01,0,0
5109,290504,tt3741860,2014-10-10,0,0
5110,290508,tt3383158,2014-10-03,0,0
5111,421580,tt3431782,2016-10-14,0,0
5112,290512,tt2226597,2017-10-05,62832209,35000000
5113,552660,tt9099102,2018-10-06,0,0
5114,159447,tt2592500,2012-12-27,11666088,2000000
5115,290529,tt1869265,2011-07-19,0,0
5116,421601,tt6010518,2016-10-06,0,0
5117,552678,tt8426876,2018-10-16,0,0
5118,28396,tt1242744,2010-01-22,0,0
5119,28397,tt1926245,2010-05-01,0,0
5120,290542,tt1198156,2014-10-10,894964,0
5121,552690,tt4458974,2015-01-01,0,0
5122,421620,tt6273004,2016-11-24,0,0
5123,421622,tt6217490,2016-12-04,0,0
5124,421623,tt6132948,2016-12-10,0,0
5125,421624,tt6131148,2016-12-11,0,0
5126,421625,tt6104760,2016-12-17,0,0
5127,421626,tt6349282,2016-12-18,0,0
5128,290555,tt1403241,2014-08-28,0,18000000
5129,421629,tt6085974,2016-11-06,0,0
5130,421630,tt6245488,2016-11-13,0,0
5131,421631,tt6269700,2016-11-20,0,0
5132,421632,tt5860940,2016-11-27,0,0
5133,421633,tt6321108,2016-12-04,0,0
5134,421628,tt6284950,2017-01-01,0,0
5135,552709,tt7282278,2019-03-29,0,0
5136,290570,tt2845514,2013-08-10,0,0
5137,421645,tt2113607,2016-08-09,0,110000
5138,159518,tt1509756,2010-04-20,0,0
5139,421663,tt4982166,2016-10-16,0,0
5140,421665,tt5993044,2016-07-22,0,1
5141,159522,tt1671695,2012-07-01,0,0
5142,290595,tt2381991,2016-04-06,164989338,115000000
5143,552738,,2018-06-09,0,0
5144,421675,tt5739478,2016-09-02,0,0
5145,552752,tt9085726,2018-10-05,0,0
5146,28465,tt1360767,2009-12-28,0,6500000
5147,421702,tt6114826,2017-04-16,0,0
5148,290637,tt3733778,2015-09-16,2160298,0
5149,421709,tt5131816,2016-09-22,0,0
5150,552786,tt8896670,2018-10-08,0,0
5151,421717,tt4941204,2016-01-01,0,0
5152,552793,tt5178362,2015-11-15,0,0
5153,421725,tt6151810,2016-10-11,0,0
5154,290654,tt3729860,2014-09-04,0,0
5155,552799,tt8574290,2018-10-07,0,0
5156,159584,,2010-09-14,0,0
5157,290656,tt2350852,2014-08-18,0,0
5158,421733,,2016-10-01,0,0
5159,28521,tt1327699,2010-05-15,0,0
5160,159594,,2010-11-20,0,0
5161,421737,tt5786184,2016-06-02,0,0
5162,290669,tt1760947,2012-03-20,0,0
5163,159598,tt1792101,2010-01-01,3545,0
5164,290671,tt1087440,2012-05-18,0,500000
5165,159597,tt0098971,1989-12-19,1000000,0
5166,421745,tt6122540,2016-10-18,0,0
5167,159604,tt2120128,2012-06-30,0,0
5168,159606,,2010-08-20,0,0
5169,421751,tt2508926,2012-11-01,0,10000
5170,421750,tt5599206,2016-10-31,0,0
5171,421758,tt6269192,2016-11-27,0,0
5172,421759,tt6167116,2016-11-23,0,0
5173,421760,tt6263260,2016-11-26,0,0
5174,159618,tt2527190,2012-11-21,0,0
5175,421761,tt6279602,2016-12-03,0,0
5176,159622,tt2084953,2013-07-12,0,0
5177,290696,tt2363481,2014-08-26,0,0
5178,159625,tt2224073,2013-01-19,0,0
5179,159631,tt2339379,2013-07-12,0,0
5180,28562,tt1194424,2010-01-01,0,0
5181,552850,,2016-09-01,0,0
5182,28565,tt1330216,2009-10-31,0,0
5183,159638,tt2272336,2013-01-20,9195,0
5184,552853,tt5518358,2018-06-05,0,0
5185,290714,tt3074578,2014-10-09,0,0
5186,552858,tt5246902,2018-11-30,0,0
5187,421792,tt2372251,2018-08-01,0,0
5188,290724,tt2992096,2014-03-10,0,0
5189,290725,tt2366806,2014-09-09,0,0
5190,159652,tt2330270,2013-01-19,0,0
5191,290727,tt3824344,2014-10-06,0,0
